unnamed: 0,id,manufacturer,model,year,battery_type,battery_capacity_kwh,range_km,charging_type,charge_time_hr,price_usd,color,country_of_manufacture,autonomous_level,co2_emissions_g_per_km,safety_rating,units_sold_2024,warranty_years
939,938,Audi,A6 e-tron (upcoming),2017,Lithium-iron phosphate,101.5,311,Overhead Pantograph Charging,11.3,129357.08,Tan,South Korea,0.0,0.0,3.0,6311,5
940,939,Renault,Scenic E-Tech,2021,Nickel-manganese-cobalt,98.8,543,Ultra-Fast Charging (350 kW+),9.1,45279.16,Sapphire Blue,Turkey,5.0,0.0,3.0,19627,5
941,940,Mazda,Mazda EV (upcoming models),2016,Nickel-cobalt-aluminum,98.0,313,DC Fast Charging (DCFC),7.0,114536.92,Navy Blue,Sweden,0.0,0.0,4.0,11189,4
942,941,Maserati,GranTurismo Folgore,2019,Calcium-ion,143.3,361,Vehicle-to-Load (V2L),4.9,134539.09,Ice Silver,Israel,5.0,0.0,5.0,4497,4
943,942,Pininfarina,Battista,2022,Sodium-ion,89.3,415,DC Fast Charging (DCFC),3.4,62185.4,Bronze,Czech Republic,1.0,0.0,3.0,18547,3
944,943,Fisker,Pear (upcoming),2018,Calcium-ion,63.5,446,Vehicle-to-Grid (V2G),3.7,101731.26,Lime Green,Denmark,1.0,0.0,3.0,11845,5
945,944,Maserati,GranTurismo Folgore,2018,Magnesium-ion,80.1,366,NACS,1.8,116729.11,Copper,Belgium,5.0,0.0,5.0,16284,4
946,1487,Canoo,MPDV,2022,Lithium-ion,48.1,298,Plug-in Hydrogen Refueling,1.1,141375.16,Blue,Thailand,3.0,0.0,3.0,12155,3
947,945,Polestar,Polestar 5 (upcoming),2022,Lithium-titanate,55.2,390,Vehicle-to-Home (V2H),6.7,47560.79,Gun Metal,China,3.0,0.0,3.0,2180,3
948,946,Faraday Future,FF 91,2022,Nickel-manganese-cobalt,141.5,381,Battery Swapping,6.4,80459.18,Bronze,South Korea,5.0,0.0,4.0,14325,4
949,947,Rimac,Nevera,2017,Nickel-metal hydride,36.0,489,Level 2 Charging,1.0,38433.6,Yellow,United Arab Emirates,1.0,0.0,5.0,13869,3
950,948,Chevrolet,Equinox EV,2015,Lithium-ion,34.5,600,Battery Swapping,3.8,58881.63,Crimson Red,Finland,2.0,0.0,3.0,4971,3
951,949,Lamborghini,Lanzador (upcoming EV),2018,Nickel-metal hydride,124.7,522,Plug-in Hydrogen Refueling,2.8,103955.6,Pearl White,UK,4.0,0.0,4.0,4081,3
952,950,Polestar,Polestar 5 (upcoming),2018,Lithium-iron phosphate,79.7,184,NACS,11.1,63536.48,White,Belgium,3.0,0.0,4.0,14619,3
954,952,VinFast,VFe34 (discontinued),2020,Sodium-ion,22.7,359,Plug-in Hydrogen Refueling,10.1,102786.47,Turquoise,Sweden,4.0,0.0,3.0,13238,3
955,953,Rivian,R1S,2020,Nickel-cobalt-aluminum,55.6,466,Solar Charging,10.8,75533.29,Aurora Blue,Germany,4.0,0.0,4.0,716,4
956,954,Ferrari,Roma PHEV,2020,Nickel-cobalt-aluminum,22.7,323,Vehicle-to-Home (V2H),11.0,40735.31,Gold,Brazil,2.0,0.0,3.0,5522,3
957,955,Jeep,Grand Cherokee 4xe (PHEV),2015,Nickel-cobalt-aluminum,67.4,489,Ultra-Fast Charging (350 kW+),1.5,139901.99,Green,Finland,0.0,0.0,4.0,14847,3
959,957,Lamborghini,Lanzador (upcoming EV),2021,Aluminum-ion,41.8,108,Inductive (Wireless) Charging,7.4,39245.7,Navy Blue,France,1.0,0.0,5.0,12089,5
961,959,BMW,i7,2017,Calcium-ion,37.2,541,Overhead Pantograph Charging,7.1,63513.25,Forest Green,Australia,0.0,0.0,5.0,1385,3
962,960,NIO,ET9,2015,Lithium-sulfur,79.9,509,Vehicle-to-Load (V2L),8.3,77402.03,Matte White,Thailand,3.0,0.0,4.0,19841,5
965,963,Nissan,Leaf,2022,Lithium-sulfur,83.3,338,Vehicle-to-Home (V2H),4.8,54563.09,Gray,Indonesia,1.0,0.0,3.0,9680,4
966,964,BMW,i4,2022,Aluminum-ion,70.3,434,Vehicle-to-Grid (V2G),1.4,65274.12,Platinum,Turkey,0.0,0.0,4.0,2220,4
970,968,Volkswagen,ID.4,2021,Zinc-air,45.2,509,CHAdeMO,5.4,98182.42,Electric Blue,USA,1.0,0.0,4.0,2165,3
971,969,Changan,SL03,2025,Nickel-manganese-cobalt,34.9,442,Vehicle-to-Home (V2H),9.8,71128.46,Volcanic Yellow,Argentina,2.0,0.0,5.0,10833,5
972,970,Mini,Mini Cooper SE,2023,Nickel-metal hydride,106.8,527,Battery Swapping,9.8,123395.53,Forest Green,Austria,3.0,0.0,5.0,9849,4
973,971,Renault,Kangoo E-Tech,2015,Zinc-air,59.0,541,Battery Swapping,1.7,47756.64,Crimson Red,Austria,1.0,0.0,3.0,17767,5
974,972,BYD,Dolphin,2021,Nickel-cobalt-aluminum,93.7,253,DC Fast Charging (DCFC),3.3,104766.98,Lime Green,China,0.0,0.0,3.0,13573,4
975,973,Nissan,Ariya,2020,Solid-state,60.0,349,Vehicle-to-Load (V2L),11.2,77561.36,Electric Blue,Thailand,1.0,0.0,3.0,11013,3
976,974,Cadillac,Celestiq,2024,Nickel-cobalt-aluminum,130.9,151,DC Fast Charging (DCFC),1.4,118491.62,Charcoal,Saudi Arabia,0.0,0.0,5.0,4977,3
979,977,Mazda,MX-30,2016,Nickel-manganese-cobalt,98.8,233,NACS,7.9,113993.13,Yellow,Russia,5.0,0.0,4.0,5334,5
980,978,Great Wall Motors,ORA Lightning Cat,2020,Lead-acid,59.8,434,Plug-in Hydrogen Refueling,5.3,141659.65,Burgundy,Poland,1.0,0.0,3.0,1205,3
981,979,BMW,iX1,2016,Nickel-metal hydride,34.0,329,CHAdeMO,2.2,38813.06,Navy Blue,Mexico,4.0,0.0,4.0,4017,5
983,981,Porsche,Cayenne Electric (upcoming),2022,Flow batteries,145.7,501,Mobile Charging,5.7,127893.74,Racing Red,Vietnam,4.0,0.0,3.0,8211,4
985,983,Pininfarina,Battista,2020,Lithium-ion,33.6,495,Inductive (Wireless) Charging,2.9,69902.15,Lime Green,Turkey,3.0,0.0,5.0,6444,4
986,984,Opel,Grandland Electric,2015,Nickel-manganese-cobalt,145.3,402,Solar Charging,6.7,120692.83,Silver,Czech Republic,3.0,0.0,3.0,15548,4
987,985,Changan,Q05,2024,Lithium-iron phosphate,140.0,527,Ultra-Fast Charging (350 kW+),5.7,66033.9,Ruby Red,Japan,5.0,0.0,4.0,140,5
989,987,Mini,Mini Electric,2022,Zinc-air,47.7,438,Solar Charging,9.5,132628.07,Beige,United Arab Emirates,1.0,0.0,5.0,14073,3
990,988,Pininfarina,Battista,2022,Lithium-ion,32.9,576,Battery Swapping,2.4,65078.0,Gold,Indonesia,3.0,0.0,3.0,9462,4
991,989,Maserati,Grecale Folgore,2016,Nickel-metal hydride,133.5,536,Level 1 Charging,11.5,37917.87,Navy Blue,Portugal,0.0,0.0,5.0,17517,4
992,990,MG,MG ZS EV,2022,Flow batteries,99.9,502,DC Fast Charging (DCFC),4.6,41043.61,Midnight Black,India,4.0,0.0,5.0,2831,3
994,992,Opel,Mokka-e,2018,Nickel-metal hydride,44.7,426,Vehicle-to-Load (V2L),9.4,119728.12,Red,Austria,3.0,0.0,4.0,12087,3
995,993,Chevrolet,Bolt EV,2022,Lithium-iron phosphate,20.5,281,Level 1 Charging,11.9,142070.41,Ruby Red,Mexico,0.0,0.0,3.0,4393,3
997,995,Subaru,Solterra,2019,Lithium-ion,131.6,128,Solar Charging,8.1,149808.37,Ice Silver,Spain,1.0,0.0,3.0,17398,4
998,996,Audi,Q8 e-tron,2019,Lithium-titanate,59.0,111,Level 1 Charging,11.8,69330.46,Cosmic Purple,UK,4.0,0.0,4.0,3715,3
999,997,Honda,Honda Prologue,2020,Aluminum-ion,36.1,395,Inductive (Wireless) Charging,7.2,39460.66,Blue,Portugal,4.0,0.0,3.0,17987,5
1000,998,Seat,Avenger,2023,Flow batteries,58.7,558,Plug-in Hydrogen Refueling,9.2,34888.49,Tan,UK,2.0,0.0,3.0,19277,3
1003,1001,Opel,Corsa-e,2022,Lead-acid,50.9,320,Inductive (Wireless) Charging,7.6,76612.94,Platinum,South Africa,1.0,0.0,5.0,9426,4
1006,1004,Kia,EV6,2018,Nickel-manganese-cobalt,38.8,470,CCS,10.5,69013.39,Tan,India,5.0,0.0,5.0,4781,3
1009,1007,Lucid Motors,Lucid DreamDrive,2019,Calcium-ion,82.0,299,Battery Swapping,2.3,56467.88,Gray,Germany,5.0,0.0,5.0,16701,5
1011,1009,Honda,e:Ny1,2025,Aluminum-ion,92.3,414,NACS,7.7,147294.21,White,Sweden,2.0,0.0,4.0,18610,4
1012,1010,Tesla,Model Y,2018,Nickel-metal hydride,34.1,256,Vehicle-to-Grid (V2G),3.4,126551.18,Matte Blue,Denmark,5.0,0.0,5.0,11694,3
1013,1011,NIO,EL7,2024,Lithium-iron phosphate,135.7,266,Level 2 Charging,10.4,72825.68,Stealth Gray,Belgium,3.0,0.0,3.0,2499,3
1014,1012,Ferrari,SF90 Stradale (PHEV),2018,Nickel-cobalt-aluminum,132.7,204,Vehicle-to-Home (V2H),5.2,149514.73,Red,France,4.0,0.0,5.0,7029,3
1015,1013,BYD,Han EV,2015,Lithium-sulfur,21.5,400,Vehicle-to-Grid (V2G),1.9,63649.31,Matte Blue,Malaysia,0.0,0.0,3.0,3064,4
1016,1014,VinFast,VFe34 (discontinued),2023,Lithium-titanate,101.8,489,Ultra-Fast Charging (350 kW+),1.0,112679.6,Matte White,Netherlands,5.0,0.0,4.0,7089,4
1021,1019,Lamborghini,Lanzador (upcoming EV),2022,Nickel-metal hydride,127.7,404,Inductive (Wireless) Charging,11.5,80986.36,Sapphire Blue,Malaysia,2.0,0.0,3.0,6431,4
1022,1020,Mazda,Mazda EV (upcoming models),2023,Nickel-manganese-cobalt,140.5,547,CCS,9.7,45213.47,Blue,Austria,4.0,0.0,4.0,12930,5
1023,1021,Jeep,Grand Cherokee 4xe (PHEV),2015,Lead-acid,43.4,548,Ultra-Fast Charging (350 kW+),9.7,58857.95,Blue,Turkey,4.0,0.0,5.0,2738,4
1027,1025,Renault,5 E-Tech,2020,Sodium-ion,69.3,158,Solar Charging,9.2,61296.49,Green,Saudi Arabia,4.0,0.0,4.0,16093,5
1029,1027,NIO,ES8,2025,Sodium-ion,31.5,470,Battery Swapping,6.6,78622.0,Matte Green,Canada,1.0,0.0,4.0,12109,5
1031,1029,GMC,Hummer EV SUV,2015,Magnesium-ion,101.2,425,NACS,1.9,37285.41,Cobalt Blue,South Korea,3.0,0.0,5.0,17343,5
1032,1030,Tesla,Model X,2025,Lithium-titanate,53.6,538,NACS,6.8,86837.01,Forest Green,South Africa,5.0,0.0,3.0,13097,4
1034,1032,Renault,Kangoo E-Tech,2018,Solid-state,60.2,498,Battery Swapping,1.4,134813.3,Platinum,India,5.0,0.0,4.0,9522,3
1035,1033,Porsche,Cayenne Electric (upcoming),2018,Lithium-titanate,107.8,274,NACS,3.9,145106.21,Volcanic Yellow,Germany,3.0,0.0,4.0,9522,5
1036,1034,Ferrari,Ferrari EV (2025+),2023,Aluminum-ion,139.3,495,Ultra-Fast Charging (350 kW+),8.9,74204.62,Matte Gray,Turkey,2.0,0.0,4.0,19991,5
1038,1036,Jaguar,I-PACE,2018,Magnesium-ion,38.4,152,DC Fast Charging (DCFC),1.6,101982.62,Matte Black,Australia,0.0,0.0,3.0,7900,5
1039,1037,Hyundai,Ioniq 5,2022,Lithium-iron phosphate,37.5,429,Mobile Charging,12.0,34705.34,Tan,Japan,0.0,0.0,5.0,16274,4
1040,1038,NIO,ET7,2022,Lead-acid,131.6,498,Level 1 Charging,0.6,52179.46,Platinum,Germany,0.0,0.0,4.0,3670,5
1042,1040,Skoda,Enyaq,2021,Sodium-ion,99.3,277,CHAdeMO,10.7,39150.23,Gun Metal,China,4.0,0.0,3.0,17669,4
1046,1044,BMW,iX1,2018,Sodium-ion,70.8,552,DC Fast Charging (DCFC),9.9,121528.34,Beige,Sweden,0.0,0.0,3.0,5751,3
1047,1045,Honda,Honda Prologue,2020,Lithium-ion,126.3,360,NACS,5.5,43052.84,Emerald Green,Russia,4.0,0.0,3.0,17186,4
1048,1046,Mazda,MX-30,2016,Lithium-iron phosphate,59.5,383,Level 1 Charging,9.6,148217.63,Navy Blue,Denmark,1.0,0.0,5.0,17321,3
1049,1047,Li Auto,L7,2018,Lithium-iron phosphate,103.9,414,CCS,1.1,110043.09,Candy Apple Red,Germany,0.0,0.0,5.0,2124,4
1050,1048,Mazda,MX-30,2015,Lithium-titanate,149.4,230,NACS,5.1,101742.04,Matte Green,Finland,3.0,0.0,4.0,9712,5
1052,1050,GMC,Hummer EV Pickup,2017,Aluminum-ion,44.7,194,Ultra-Fast Charging (350 kW+),3.9,46955.07,Brown,Thailand,0.0,0.0,5.0,15498,3
1053,1051,XPeng,P7,2022,Magnesium-ion,74.3,556,Level 1 Charging,7.9,50869.75,Electric Blue,Poland,5.0,0.0,4.0,19739,4
1054,1052,Genesis,GV70 Electric,2023,Nickel-metal hydride,105.4,387,Level 1 Charging,10.1,147712.4,Platinum,USA,3.0,0.0,3.0,18555,5
1056,1054,Li Auto,L7,2018,Lithium-ion,93.0,514,Vehicle-to-Grid (V2G),1.6,129673.7,Charcoal,Denmark,2.0,0.0,3.0,8255,3
1057,1055,Opel,Mokka-e,2021,Lead-acid,39.4,400,Solar Charging,10.3,62628.17,Silver,Germany,1.0,0.0,3.0,16839,4
1058,1056,Cadillac,Celestiq,2021,Solid-state,149.8,159,Plug-in Hydrogen Refueling,6.3,39006.81,Lime Green,Denmark,2.0,0.0,3.0,1570,3
1059,1057,NIO,ET5,2024,Flow batteries,56.3,250,DC Fast Charging (DCFC),10.4,68567.13,Sunset Orange,Indonesia,5.0,0.0,4.0,13472,5
1060,1058,Ford,Mustang Mach-E,2020,Lithium-iron phosphate,102.9,238,Level 1 Charging,10.8,82877.95,Gun Metal,Czech Republic,0.0,0.0,3.0,13212,4
1061,1059,Mini,Mini Electric,2024,Nickel-metal hydride,64.8,384,DC Fast Charging (DCFC),9.1,89051.29,Emerald Green,New Zealand,0.0,0.0,5.0,2188,4
1062,1060,Nissan,Ariya,2023,Flow batteries,89.4,134,Inductive (Wireless) Charging,2.8,84463.97,Green,Italy,2.0,0.0,3.0,11296,4
1064,1062,Canoo,MPDV,2025,Sodium-ion,37.2,353,Overhead Pantograph Charging,4.8,52846.46,Candy Apple Red,China,4.0,0.0,3.0,5527,5
1065,1063,Rimac,Nevera,2017,Calcium-ion,71.4,361,Level 2 Charging,11.7,41341.95,Bronze,Czech Republic,1.0,0.0,3.0,13053,4
1067,1065,Maserati,Grecale Folgore,2016,Flow batteries,45.1,365,Vehicle-to-Grid (V2G),2.5,95535.01,Racing Red,Russia,5.0,0.0,4.0,7590,5
1068,1066,Polestar,Polestar 2,2023,Nickel-metal hydride,90.7,263,Vehicle-to-Grid (V2G),0.8,57468.99,Stealth Gray,Malaysia,0.0,0.0,5.0,14047,4
1071,1069,Ferrari,SF90 Stradale (PHEV),2016,Lead-acid,104.7,579,NACS,1.3,98474.19,Purple,Singapore,3.0,0.0,5.0,19353,5
1072,1070,Opel,Grandland Electric,2019,Lithium-iron phosphate,75.9,411,Solar Charging,9.5,134169.32,Pearl White,Italy,0.0,0.0,5.0,7530,5
1073,1071,Maserati,GranTurismo Folgore,2024,Lithium-titanate,109.9,359,Solar Charging,8.0,65776.47,Gun Metal,Mexico,4.0,0.0,5.0,2752,4
1074,1072,Fisker,Pear (upcoming),2025,Lead-acid,86.0,592,Level 2 Charging,8.5,82968.67,Teal,Norway,4.0,0.0,3.0,17670,5
1075,1073,Porsche,Taycan,2024,Nickel-manganese-cobalt,55.7,499,DC Fast Charging (DCFC),11.6,37617.73,Emerald Green,Australia,4.0,0.0,5.0,18828,4
1079,1077,Acura,ZDX (with GM Ultium),2025,Nickel-metal hydride,108.9,478,Battery Swapping,9.6,129637.0,Crimson Red,Denmark,4.0,0.0,3.0,8543,3
1080,1078,Skoda,Elroq (upcoming),2020,Nickel-metal hydride,89.3,272,Vehicle-to-Load (V2L),2.5,143402.93,Beige,Netherlands,1.0,0.0,5.0,7283,4
1084,1083,Nissan,Ariya,2017,Lithium-titanate,132.4,510,CCS,3.8,122371.13,Green,Japan,1.0,0.0,3.0,19389,5
1085,1084,Great Wall Motors,ORA Ballet Cat,2015,Zinc-air,115.2,167,Vehicle-to-Load (V2L),0.6,73318.39,Forest Green,Turkey,2.0,0.0,4.0,18265,4
1090,1089,NIO,EC6,2024,Zinc-air,149.4,351,CHAdeMO,6.2,132041.04,Crimson Red,Vietnam,5.0,0.0,4.0,13542,3
1091,1090,Peugeot,e-208,2017,Sodium-ion,130.0,478,NACS,11.1,64549.59,Red,South Africa,1.0,0.0,3.0,4381,3
1092,1091,Audi,e-tron GT,2018,Zinc-air,38.6,530,Level 1 Charging,7.7,104888.14,Blue,India,0.0,0.0,4.0,5247,3
1093,1092,Dacia,Bigster EV (upcoming),2020,Lithium-ion,89.2,492,Vehicle-to-Load (V2L),5.1,114740.0,Lime Green,Australia,1.0,0.0,4.0,8530,5
1094,1093,BYD,Atto 3,2025,Lithium-sulfur,82.9,294,CHAdeMO,10.4,143056.53,Purple,Sweden,4.0,0.0,5.0,14862,4
1095,1094,Mini,Mini Aceman,2018,Lithium-titanate,33.3,127,NACS,8.8,145242.07,Ruby Red,New Zealand,3.0,0.0,5.0,7119,5
1097,1096,Lamborghini,Revuelto (PHEV),2018,Aluminum-ion,41.7,434,Overhead Pantograph Charging,8.6,59342.54,Matte Green,Saudi Arabia,4.0,0.0,3.0,16026,5
1098,1097,Genesis,G80 Electric,2022,Lithium-iron phosphate,41.0,301,Solar Charging,3.3,32347.24,Pink,Spain,4.0,0.0,5.0,3816,3
1099,1098,Geely,Emgrand EV,2024,Nickel-manganese-cobalt,20.3,392,NACS,5.6,49450.75,Pink,Belgium,4.0,0.0,4.0,3686,3
1101,1100,Lucid Motors,Lucid Air,2015,Aluminum-ion,25.8,489,Vehicle-to-Load (V2L),7.5,142767.23,Sunset Orange,South Africa,4.0,0.0,5.0,12196,5
1102,1101,MG,MG5 EV,2017,Lithium-iron phosphate,102.9,301,Level 2 Charging,9.7,140705.69,Burgundy,Japan,2.0,0.0,4.0,2687,5
1106,1105,Jaguar,I-PACE,2021,Solid-state,36.8,192,Level 2 Charging,1.9,116600.48,Candy Apple Red,Italy,5.0,0.0,4.0,8148,3
1107,1106,GMC,Hummer EV Pickup,2015,Lithium-sulfur,94.3,320,Plug-in Hydrogen Refueling,4.4,94337.82,Lime Green,Norway,5.0,0.0,3.0,4903,4
1108,1107,Porsche,Taycan,2016,Lithium-sulfur,23.0,385,Plug-in Hydrogen Refueling,7.7,46873.35,Pink,USA,2.0,0.0,4.0,12306,3
1109,1108,Nissan,Leaf,2020,Sodium-ion,113.8,529,DC Fast Charging (DCFC),9.8,118317.99,White,Switzerland,4.0,0.0,5.0,19118,4
1110,1109,Canoo,Lifestyle Vehicle,2016,Lithium-iron phosphate,146.0,160,CHAdeMO,3.7,80863.45,Teal,United Arab Emirates,2.0,0.0,3.0,6947,3
1111,1110,Honda,e:Ny1,2017,Lithium-ion,38.3,346,Level 2 Charging,5.4,73418.71,Pearl White,New Zealand,3.0,0.0,5.0,2015,4
1112,1111,Renault,Megane E-Tech,2021,Nickel-cobalt-aluminum,132.1,111,Vehicle-to-Grid (V2G),3.1,45177.93,Copper,South Africa,0.0,0.0,3.0,248,3
1113,1112,Seat,Avenger,2015,Lithium-iron phosphate,27.6,108,Overhead Pantograph Charging,10.9,78664.8,Champagne,Singapore,5.0,0.0,4.0,2126,4
1115,1114,Jaguar,I-PACE,2023,Lithium-ion,120.0,508,CCS,0.9,33197.45,Racing Red,Indonesia,0.0,0.0,3.0,16023,3
1117,1116,Li Auto,MEGA,2016,Lithium-iron phosphate,27.0,464,Ultra-Fast Charging (350 kW+),4.3,146253.04,Platinum,Czech Republic,4.0,0.0,3.0,13127,3
1118,1117,Jaguar,I-PACE,2015,Lithium-ion,93.5,193,Overhead Pantograph Charging,6.6,93374.68,Teal,Malaysia,3.0,0.0,3.0,3948,5
1119,1118,Tesla,Model X,2018,Flow batteries,124.5,497,Inductive (Wireless) Charging,7.5,48790.14,Cobalt Blue,Malaysia,3.0,0.0,3.0,2586,4
1120,1119,Jeep,Wrangler 4xe (PHEV),2023,Lithium-iron phosphate,128.0,458,Vehicle-to-Load (V2L),0.7,36909.71,Bronze,Thailand,0.0,0.0,5.0,817,3
1121,1120,VinFast,VF 6,2015,Nickel-manganese-cobalt,96.5,441,Vehicle-to-Home (V2H),1.9,60277.99,Black,Spain,4.0,0.0,5.0,18445,5
1122,1121,Dacia,Bigster EV (upcoming),2024,Lithium-ion,61.0,441,DC Fast Charging (DCFC),4.1,50654.47,Gold,Finland,0.0,0.0,5.0,16282,4
1123,1122,VinFast,VFe34 (discontinued),2023,Nickel-manganese-cobalt,103.1,431,DC Fast Charging (DCFC),2.8,100838.06,Sky Blue,Canada,3.0,0.0,3.0,13463,4
1126,1125,Hyundai,Ioniq 7 (upcoming),2015,Calcium-ion,40.6,440,Level 1 Charging,7.8,109252.82,Gold,France,4.0,0.0,3.0,12103,5
1127,1126,Seat,Avenger,2017,Aluminum-ion,34.6,599,Vehicle-to-Home (V2H),11.6,117714.81,Matte White,Turkey,2.0,0.0,3.0,17911,4
1128,1127,Honda,Honda Prologue,2023,Nickel-metal hydride,40.9,161,Vehicle-to-Home (V2H),11.4,136012.96,Matte Black,Turkey,1.0,0.0,5.0,12248,4
1129,1128,Tesla,Cybertruck,2017,Lithium-ion,125.5,232,Level 2 Charging,5.3,68423.78,Lime Green,UK,1.0,0.0,3.0,9815,5
1130,1129,XPeng,P7,2025,Flow batteries,30.9,180,Vehicle-to-Load (V2L),8.3,100851.59,Burgundy,Netherlands,3.0,0.0,4.0,12848,5
1132,1131,Polestar,Polestar 3,2022,Lithium-sulfur,107.6,513,Ultra-Fast Charging (350 kW+),4.3,75286.42,Yellow,Australia,5.0,0.0,4.0,1480,5
1135,1134,XPeng,X9,2023,Lithium-iron phosphate,99.8,550,Vehicle-to-Grid (V2G),2.1,61023.79,Aurora Blue,Sweden,4.0,0.0,4.0,722,5
1136,1135,Audi,e-tron,2019,Solid-state,47.9,524,CCS,7.2,120802.63,Volcanic Yellow,Belgium,4.0,0.0,3.0,13349,3
1137,1136,Volvo,C40 Recharge,2022,Lithium-titanate,73.0,100,Mobile Charging,2.6,59835.04,Gold,Hungary,0.0,0.0,5.0,718,3
1138,1137,BYD,Seal,2019,Nickel-manganese-cobalt,38.8,163,CCS,5.4,108034.29,Metallic Silver,Czech Republic,4.0,0.0,4.0,15867,5
1139,1138,Audi,A6 e-tron (upcoming),2017,Lithium-titanate,53.6,375,Level 2 Charging,6.8,144771.13,Volcanic Yellow,USA,3.0,0.0,4.0,2608,4
1140,1139,Toyota,Lexus RZ,2023,Calcium-ion,149.4,503,Ultra-Fast Charging (350 kW+),10.2,104705.7,Cream,India,4.0,0.0,5.0,8158,5
1141,1140,Jeep,Recon (upcoming),2024,Lead-acid,77.2,576,Plug-in Hydrogen Refueling,7.0,112642.7,Green,Hungary,2.0,0.0,3.0,3625,3
1142,1141,GMC,Hummer EV Pickup,2024,Flow batteries,43.5,532,Vehicle-to-Load (V2L),11.9,59567.58,Beige,Japan,0.0,0.0,5.0,2027,3
1144,1143,Mahindra,XUV400,2015,Lithium-ion,97.2,433,Solar Charging,9.8,65845.61,Matte Blue,Spain,2.0,0.0,5.0,8977,5
1145,1144,Lamborghini,Lanzador (upcoming EV),2021,Nickel-manganese-cobalt,73.4,267,Vehicle-to-Grid (V2G),3.5,31722.61,Burgundy,Poland,2.0,0.0,5.0,956,5
1146,1145,Geely,Geometry C,2020,Lithium-iron phosphate,45.0,359,Level 1 Charging,5.4,59102.0,Burgundy,Argentina,3.0,0.0,5.0,6039,4
1153,1152,Genesis,G80 Electric,2020,Lithium-titanate,38.9,200,DC Fast Charging (DCFC),1.8,143335.72,Charcoal,Malaysia,4.0,0.0,4.0,2780,4
1156,1155,Rimac,Nevera,2019,Zinc-air,136.2,269,Ultra-Fast Charging (350 kW+),10.6,31417.84,Rose Gold,France,5.0,0.0,5.0,9391,5
1157,1156,Audi,Q8 e-tron,2020,Nickel-metal hydride,56.3,230,Overhead Pantograph Charging,3.5,81299.7,Platinum,Saudi Arabia,4.0,0.0,4.0,19751,5
1158,1157,Rivian,R1S,2023,Solid-state,22.0,451,Mobile Charging,3.3,101490.77,Charcoal,Saudi Arabia,4.0,0.0,5.0,12648,5
1159,1158,Ferrari,Ferrari EV (2025+),2021,Zinc-air,88.6,497,CHAdeMO,10.7,121720.1,Gun Metal,South Korea,2.0,0.0,4.0,3429,4
1160,1159,Geely,Emgrand EV,2017,Lithium-sulfur,69.0,118,DC Fast Charging (DCFC),10.4,148379.48,Matte White,India,1.0,0.0,5.0,7418,5
1161,1160,Geely,Geometry A,2023,Lithium-iron phosphate,51.0,505,CCS,2.2,43527.55,Ruby Red,United Arab Emirates,3.0,0.0,5.0,6884,3
1163,1162,Lotus,Emeya,2022,Nickel-cobalt-aluminum,69.3,123,Level 1 Charging,6.3,105765.49,Lime Green,United Arab Emirates,5.0,0.0,3.0,17948,3
1164,1163,Canoo,Pickup,2018,Sodium-ion,69.9,147,Solar Charging,1.2,116940.71,Matte Gray,Czech Republic,5.0,0.0,5.0,16722,3
1167,1166,Toyota,bZ4X,2016,Lithium-ion,137.6,301,Overhead Pantograph Charging,3.9,40385.01,Green,Austria,0.0,0.0,3.0,13068,5
1168,1167,Canoo,MPDV,2019,Magnesium-ion,100.4,121,Level 1 Charging,4.7,97403.74,Metallic Silver,Vietnam,1.0,0.0,5.0,18594,5
1169,1168,GMC,Hummer EV SUV,2017,Nickel-cobalt-aluminum,98.9,501,Level 1 Charging,6.6,94792.27,Matte Gray,United Arab Emirates,5.0,0.0,5.0,15902,5
1170,1169,Audi,Q4 e-tron,2015,Sodium-ion,124.4,319,NACS,4.7,131267.15,Matte Green,Australia,0.0,0.0,3.0,2850,3
1171,1170,Zeekr,Zeekr 009,2022,Calcium-ion,145.2,367,NACS,4.9,66327.08,Green,United Arab Emirates,4.0,0.0,3.0,15105,4
1175,1174,Mahindra,XUV400,2024,Lithium-ion,142.0,125,DC Fast Charging (DCFC),7.8,56346.88,Cosmic Purple,Mexico,0.0,0.0,3.0,9124,4
1176,1175,Porsche,Macan EV,2023,Zinc-air,62.7,469,Battery Swapping,0.6,40675.13,Matte Black,South Africa,5.0,0.0,3.0,4464,4
1177,1176,Audi,Q8 e-tron,2023,Aluminum-ion,141.1,495,Overhead Pantograph Charging,0.6,37909.33,Burgundy,Brazil,5.0,0.0,3.0,3806,5
1178,1177,BYD,Han EV,2024,Nickel-metal hydride,129.7,553,CCS,11.8,108832.47,Purple,Norway,5.0,0.0,3.0,14437,3
1180,1179,Ferrari,Roma PHEV,2023,Lithium-titanate,62.5,250,Ultra-Fast Charging (350 kW+),9.8,46901.91,Matte Green,South Africa,4.0,0.0,4.0,11292,3
1181,1180,Cadillac,Celestiq,2019,Nickel-manganese-cobalt,119.6,311,DC Fast Charging (DCFC),11.5,125163.78,Graphite Gray,Sweden,1.0,0.0,3.0,6986,5
1182,1181,Opel,Corsa-e,2015,Lithium-sulfur,63.2,178,Overhead Pantograph Charging,9.4,109678.54,Cream,Austria,0.0,0.0,5.0,11794,4
1183,1182,Honda,Honda e (discontinued),2018,Sodium-ion,133.3,177,Vehicle-to-Grid (V2G),6.6,78675.79,Bronze,Saudi Arabia,5.0,0.0,5.0,7177,5
